id,label,gene_type,accession,title,file
10.1016/j.plaphy.2018.04.011,Paper,,,Over-expression of 3-hydroxy-3-methylglutaryl-coenzyme A reductase 1 (hmgr1) gene under super-promoter for enhanced latex biosynthesis in rubber tree (Hevea brasiliensis Muell. Arg.),10.1016@j.plaphy.2018.04.011_nutri_plant_verified.json
hmgr1,Gene,PathwayGene,AY706757,,
"natural rubber (cis-1,4-polyisoprene); latex",Metabolite,,,,
10.1016/j.plantsci.2011.01.001,Paper,,,Modification of OsSUT1 gene expression modulates the salt response of rice Oryza sativa cv. Taipei 309,10.1016@j.plantsci.2011.01.001_nutri_plant_verified.json
10.1046/j.1365-313X.2003.01800.x,Paper,,,"Arabidopsis AtGSTF2 is regulated by ethylene and auxin, and encodes a glutathione S-transferase that interacts with flavonoids",10.1046@j.1365-313x.2003.01890.x_nutri_plant_verified.json
Pantothenate,Metabolite,,,,
10.1016/j.plaphy.2015.08.015,Paper,,,Increasing the stearate content in seed oil of Brassica juncea by heterologous expression of MlFatB affects lipid content and germination frequency of transgenic seeds,10.1016@j.plaphy.2015.08.015_nutri_plant_verified.json
MlFatB,Gene,PathwayGene,AY835985,,
Madhuca longifolia,Species,,,,
RrDXS,Gene,PathwayGene,JN675706,,
RrDXR,Gene,PathwayGene,JN675704,,
RrAAT,Gene,PathwayGene,JN675705,,
monoterpene acetate esters,Metabolite,,,,
RrLIS,Gene,PathwayGene,JN675703,,
RsTyrDC,Gene,PathwayGene,DQ471943,,
salidroside; tyrosol,Metabolite,,,,
phenylethanoid glycoside; phenolic alcohol,MetaboliteClass,,,,
Tryptophan; indole-3-acetic acid; neoglucobrassicin,Metabolite,,,,
amino acid; auxin; indole glucosinolate,MetaboliteClass,,,,
Neoglucobrassicin; indole glucosinolates,Metabolite,,,,
Tryptophan; indole glucosinolates,Metabolite,,,,
amino acid; indole glucosinolate,MetaboliteClass,,,,
Tryptophan and indole glucosinolate biosynthesis,Process,,,,
10.1038/nature04640,Paper,,,Production of the antimalarial drug precursor artemisinic acid in engineered yeast,10.1038@nature04640_nutri_plant_verified.json
Artemisinic acid,Metabolite,,,,
Triglyceride (TG),Metabolite,,,,
De novo lipogenesis and hepatic triglyceride synthesis,Process,,,,
"Lipid production, fatty acid transport, and hepatic steatosis-associated gene regulation",Process,,,,
10.1104/pp.113.4.933,Paper,,,"Accumulation of Ricinoleic, Lesquerolic, and Densipolic Acids in Seeds of Transgenic Arabidopsis Plants That Express a Fatty Acyl Hydroxylase cDNA from Castor Bean",PMC158213_nutri_plant_verified.json
ricinoleic acid; lesquerolic acid; densipolic acid; auricolic acid,Metabolite,,,,
hydroxylated fatty acid,MetaboliteClass,,,,
FucT1,Gene,PathwayGene,EF562630,,
"Core alpha(1,3)-fucose-containing N-glycans",Metabolite,,,,
glycan / protein glycosylation modification,MetaboliteClass,,,,
FucT2,Gene,PathwayGene,EF562631,,
XylT1,Gene,PathwayGene,EF562628,,
"Core beta(1,2)-xylose-containing N-glycans",Metabolite,,,,
XylT2,Gene,PathwayGene,EF562629,,
Condensed tannin,Metabolite,,,,
Condensed tannin biosynthesis,Process,,,,
MYB201,Gene,RegulationGene,NA,,
Putative condensed tannin/flavonoid regulation,Process,,,,
10.1073/pnas.190268597,Paper,,,Symbiosis-specific expression of Rhizobium etli casA encoding a secreted calmodulin-related protein,PMC27157_nutri_plant_verified.json
casR,Gene,RegulationGene,NA,,
Symbiosis-specific expression of a secreted calcium-binding protein affecting nitrogen fixation,Process,,,,
10.1111/nph.15821,Paper,,,Pyrethric acid of natural pyrethrin insecticide: complete pathway elucidation and reconstitution in Nicotiana benthamiana,10.1111@nph.15821_nutri_plant_verified.json
Nicotiana benthamiana; Tanacetum cinerariifolium,Species,,,,
Pyrethric acid,Metabolite,,,,
Monoterpenoid acid; natural insecticide component,MetaboliteClass,,,,
TcCHH,Gene,PathwayGene,NA,,
TcCCMT,Gene,PathwayGene,MK139710,,
10.1186/s12870-025-07862-3,Paper,,,Integrated multi-omics reveals terpenoiddriven metabolic and transcriptional regulation underlying sweetpotato resistance to black rot disease,PMC12690883_nutri_plant_verified.json
IbHMGR-g489,Gene,PathwayGene,g489,,
"Terpenoids, especially pathogen-responsive mono-, sesqui-, and diterpenoid products",Metabolite,,,,
IbMDD-g25746,Gene,PathwayGene,g25746,,
IbIDI-g60768,Gene,PathwayGene,g60768,,
IbTPS-g21052,Gene,PathwayGene,g21052,,
Sesquiterpenoids such as plumericin-associated defensive sesquiterpene pool,Metabolite,,,,
IbTPS-g21061,Gene,PathwayGene,g21061,,
"Sesquiterpenoids linked to resistance, including plumericin-associated pool",Metabolite,,,,
IbTPS-g21081,Gene,PathwayGene,g21081,,
Monoterpenoids,Metabolite,,,,
IbTPS-g5935,Gene,PathwayGene,g5935,,
Diterpenoids,Metabolite,,,,
KLF1,Gene,RegulationGene,Probe set 210504_at,,
Fetal hemoglobin (HbF),Metabolite,,,,
Hemoprotein,MetaboliteClass,,,,
Hemoglobin/globin gene expression during erythroid differentiation,Process,,,,
KLF3,Gene,RegulationGene,Probe set 219657_s_at,,
Hemoglobin/globin gene regulatory program during erythroid differentiation,Process,,,,
RUNX1,Gene,RegulationGene,NA,,
Erythroid differentiation program linked to globin expression,Process,,,,
GTF2I,Gene,RegulationGene,Probe set 228765_at,,
Globin gene transcription during erythroid differentiation,Process,,,,
Globin gene expression during erythroid differentiation,Process,,,,
EPHB4,Gene,RegulationGene,Probe set 216680_s_at,,
Erythroid maturation program associated with globin expression,Process,,,,
10.1016/j.plaphy.2020.04.033,Paper,,,Molecular cloning and functional characterisation of the galactolipid biosynthetic gene TaMGD in wheat grain,10.1016@j.plaphy.2020.04.033_nutri_plant_verified.json
TaMGD-6A,Gene,PathwayGene,TraesCS6A02G368700,,
TaMGD-6B,Gene,PathwayGene,TraesCS6B02G404700,,
TaMGD-6D,Gene,PathwayGene,TraesCS6D02G352200,,
10.1186/s12870-016-0808-6,Paper,,,Transgenic studies reveal the positive role of LeEIL-1 in regulating shikonin biosynthesis in hairy roots,PMC4880835_nutri_plant_verified.json
shikonin and its derivatives,Metabolite,,,,
LeC4H-2,Gene,PathwayGene,NA,,
LeEIL-1,Gene,RegulationGene,NA,,
"shikonin biosynthesis, plus associated excretion/transport/stabilization processes",Process,,,,
LeERF-1,Gene,RegulationGene,GQ246186,,
associated with shikonin biosynthesis regulation,Process,,,,
TPSP fusion gene,Gene,PathwayGene,NA,,
10.1093/jxb/ers046,Paper,,,Physiological and molecular analysis of the interaction between aluminium toxicity and drought stress in common bean (Phaseolus vulgaris),PMC3350927_nutri_plant_verified.json
zeatin riboside (ZR) / cytokinins,Metabolite,,,,
zeatin riboside (ZR) / trans-zeatin-type cytokinins,Metabolite,,,,
ZOGT,Gene,PathwayGene,NA,,
zeatin-O-glucoside (ZOG) / cytokinin pool,Metabolite,,,,
βGlc,Gene,PathwayGene,NA,,
ACCO,Gene,PathwayGene,NA,,
abscisic acid (ABA)-responsive downstream protective outputs,Metabolite,,,,
ABA-dependent drought-responsive gene regulation,Process,,,,
ABA-dependent drought-responsive gene regulation and hormone cross-talk,Process,,,,
10.1186/1471-2229-7-58,Paper,,,Subcellular localisation of Medicago truncatula 9/13-hydroperoxide lyase reveals a new localisation pattern and activation mechanism for CYP74C enzymes,PMC2180173_nutri_plant_verified.json
HPLF,Gene,PathwayGene,AJ316562,,
Volatile aldehydes,Metabolite,,,,
Oxylipin-derived volatile aldehydes,MetaboliteClass,,,,
HPLE,Gene,PathwayGene,DQ011231,,
DIMBOA; DIMBOA-glc; HDMBOA-glc,Metabolite,,,,
Igl,Gene,PathwayGene,NA,,
DIMBOA; DIMBOA-glc; HDMBOA-glc; indole,Metabolite,,,,
DIMBOA-glc; DIMBOA; HDMBOA-glc,Metabolite,,,,
DIMBOA-glc; DIMBOA,Metabolite,,,,
DIBOA-glc; DIMBOA-glc; DIMBOA,Metabolite,,,,
Ep-CHS,Gene,PathwayGene,MG948579,,
Erica plukenetii,Species,,,,
Ep-CHI,Gene,PathwayGene,MG948578,,
Ep-F3H,Gene,PathwayGene,MG948583,,
Ep-F3'H,Gene,PathwayGene,MG948582,,
Ep-F3'5'H,Gene,PathwayGene,NA,,
Ep-DFR,Gene,PathwayGene,MG948580,,
Ep-ANS,Gene,PathwayGene,MG948576,,
Ep-UDP-GST,Gene,PathwayGene,MG948585,,
Ep-R2R3-MYB,Gene,RegulationGene,MG948584,,
Ep-bHLH,Gene,RegulationGene,MG948577,,
Ep-WDR,Gene,RegulationGene,MG948586,,
DgCCD7A,Gene,PathwayGene,DG1C04962,,
Dactylis glomerata; Arabidopsis thaliana; Oryza sativa,Species,,,,
Strigolactones (5-deoxystrigol measured),Metabolite,,,,
Carotenoid-derived apocarotenoid phytohormone,MetaboliteClass,,,,
DgCCD7D,Gene,PathwayGene,DG1C04962,,
Strigolactones (5-deoxystrigol context),Metabolite,,,,
TK1b,Gene,PathwayGene,AT5G23070,,
dTTP,Metabolite,,,,
TK1a,Gene,PathwayGene,AT3G07800,,
DUT1org,Gene,PathwayGene,AT3G46940,,
waxy / GBSSI,Gene,PathwayGene,X58453; Q00775,,
High-amylopectin starch,Metabolite,,,,
10.1111/pce.13555,Paper,,,Interactions between hydrogen sulphide and nitric oxide regulate two soybean citrate transporters during the alleviation of aluminium toxicity,10.1111@pce.13555_nutri_plant_verified.json
GmMATE13,Gene,RegulationGene,Glyma.02G181800.1,,
Glycine max; Arabidopsis thaliana; Xenopus laevis,Species,,,,
transport/export of citrate for external detoxification,Process,,,,
GmMATE47,Gene,RegulationGene,Glyma.09G102800.1,,
transport/export of citrate for Al detoxification,Process,,,,
10.1016/j.postharvbio.2009.01.005,Paper,,,Cloning and functional analysis of 9-cis-epoxycarotenoid dioxygenase (NCED) genes encoding a key enzyme during abscisic acid biosynthesis from peach and grape fruits,10.1016@j.jplph.2009.01.013_nutri_plant_verified.json
PpNCED1,Gene,PathwayGene,JN602255,,
VVNCED1,Gene,PathwayGene,EF625685,,
10.1111/j.1467-7652.2011.00630.x,Paper,,,The role of D6-desaturase acyl-carrier specificity in the efficient synthesis of long-chain polyunsaturated fatty acids in transgenic plants,10.1111@j.1467-7652.2011.00653.x_nutri_plant_verified.json
OtD6,Gene,PathwayGene,NA,,
Arabidopsis thaliana; Camelina sativa; Saccharomyces cerevisiae,Species,,,,
eicosapentaenoic acid (EPA); arachidonic acid (ARA); stearidonic acid (SDA),Metabolite,,,,
SsD6,Gene,PathwayGene,NA,,
eicosapentaenoic acid (EPA); stearidonic acid (SDA),Metabolite,,,,
BoD6,Gene,PathwayGene,NA,,
stearidonic acid (SDA); eicosapentaenoic acid (EPA),Metabolite,,,,
eicosapentaenoic acid (EPA); arachidonic acid (ARA),Metabolite,,,,
EhD5,Gene,PathwayGene,NA,,
SPL2-like,Gene,RegulationGene,NA,,
SPL33,Gene,RegulationGene,NA,,
MDAR,Gene,PathwayGene,NA,,
Vitis vinifera; Vitis riparia,Species,,,,
Catechins and related phenolic compounds,Metabolite,,,,
FS,Gene,PathwayGene,AY257978; AY257979,,
Flavonols and related phenolic compounds,Metabolite,,,,
Flavonoid phenolics,Metabolite,,,,
"Stilbene phytoalexins (e.g., resveratrol-related compounds)",Metabolite,,,,
10.1016/j.plaphy.2020.06.035,Paper,,,Cloning and functional characterization of a carotenoid cleavage dioxygenase 2 gene in safranal and crocin biosynthesis from Freesia hybrida,10.1016@j.plaphy.2020.06.035_nutri_plant_verified.json
FhCCD2,Gene,PathwayGene,NA,,
safranal; crocin,Metabolite,,,,
FhBCH,Gene,PathwayGene,NA,,
10.1111/tpj.12427,Paper,,,"SIS8, a putative mitogen-activated protein kinase kinase kinase, regulates sugar-resistant seedling development in Arabidopsis",10.1111@tpj.12404_nutri_plant_verified.json
10.1093/jxb/erac400,Paper,,,Global ubiquitinome analysis reveals the role of E3 ubiquitin ligase FaBRIZ in strawberry fruit ripening,PMC9786855_nutri_plant_verified.json
10.1016/j.ijbiomac.2022.11.075,Paper,,,Genome-wide identification of FAR gene family and functional analysis of NlFAR10 during embryogenesis in the brown planthopper Nilaparvata lugens,10.1016@j.ijbiomac.2022.11.075_nutri_plant_verified.json
NlFAR10,Gene,PathwayGene,LOC111055060; XM_022342228.1; XP_022197920.1; XM_022342236.1; XP_022197928.1,,
fatty alcohols,Metabolite,,,,
LasR,Gene,RegulationGene,NA,,
cyclo(L-Pro-L-Tyr); cyclo(L-Pro-L-Val); cyclo(L-Pro-LPhe),Metabolite,,,,
cyclodipeptide / diketopiperazine,MetaboliteClass,,,,
DKP biosynthesis regulation,Process,,,,
cyclo(L-Pro-L-Tyr); cyclo(L-Pro-L-Val); cyclo(L-Pro-L-Phe),Metabolite,,,,
auxin-response transcription controlling root branching response to DKPs,Process,,,,
AXR3/IAA17,Gene,RegulationGene,NA,,
auxin-responsive gene derepression during DKP response,Process,,,,
RhlR,Gene,RegulationGene,NA,,
quorum sensing with minor contribution to DKP-related phenotype in this study,Process,,,,
10.1074/jbc.M804428200,Paper,,,"Tomato Phenylalanine Ammonia-Lyase Gene Family, Highly Redundant but Strongly Underutilized",PMC2662276_nutri_plant_verified.json
PAL (dominant expressed tomato PAL gene; PAL5-type sequence),Gene,PathwayGene,NA,,
PAL gene family in potato,Gene,PathwayGene,NA,,
10.1126/science.285.5429.1214,Paper,,,"Xyloglucan Fucosyltransferase, an Enzyme Involved in Plant Cell Wall Biosynthesis",10.1126@science.284.5422.1976_nutri_plant_verified.json
AtFT1,Gene,PathwayGene,Arabidopsis EST 191A6T7; BAC T18E12 region,,
fucosylated xyloglucan (XG),Metabolite,,,,
10.1016/j.micres.2019.126307,Paper,,,Identification of plasmid encoded osmoregulatory genes from halophilic bacteria isolated from the rhizosphere of halophytes,10.1016@j.micres.2019.126307_nutri_plant_verified.json
trehalose synthetase,Gene,PathwayGene,NA,,
Bacillus filamentosus; Escherichia coli,Species,,,,
Bacillus filamentosus,Species,,,,
pyrroline-5-carboxylate reductase,Gene,PathwayGene,NA,,
"2,4-diaminobutyrate aminotransferase (EctB)",Gene,PathwayGene,NA,,
ectoine synthetase (EctC),Gene,PathwayGene,NA,,
choline dehydrogenase,Gene,PathwayGene,NA,,
quaternary ammonium compound,MetaboliteClass,,,,
choline kinase,Gene,PathwayGene,NA,,
alanine dehydrogenase,Gene,PathwayGene,NA,,
glutamyl kinase,Gene,PathwayGene,NA,,
abrB,Gene,RegulationGene,NA,,
osmoregulatory metabolism/compatible-solute associated stress adaptation,Process,,,,
MCAMT,Gene,PathwayGene,AT2G30200,,
seed storage oil (triacylglycerol); total seed fatty acids,Metabolite,,,,
TaGST-02,Gene,PathwayGene,NA,,
DON-10-GSH; DON-13-GSH,Metabolite,,,,
mycotoxin detoxification conjugate,MetaboliteClass,,,,
TaGST-10,Gene,PathwayGene,NA,,
TaGST-06,Gene,PathwayGene,NA,,
DON-10-GSH,Metabolite,,,,
TaGST-08,Gene,PathwayGene,NA,,
TaGST-12,Gene,PathwayGene,NA,,
10.1016/j.jbiotec.2005.12.008,Paper,,,Synthesis of the food flavoring methyl benzoate by genetically engineered Saccharomyces cerevisiae,10.1016@j.jbiotec.2005.12.007_nutri_plant_verified.json
Methyl benzoate,Metabolite,,,,
Benzenoid volatile ester / phenylpropanoid-derived aroma compound,MetaboliteClass,,,,
10.1104/pp.15.00481,Paper,,,TRANSCRIPTION ACTIVATOR-LIKE EFFECTOR NUCLEASE-Mediated Generation and Metabolic Analysis of Camalexin-Deficient cyp71a12 cyp71a13 Double Knockout Lines,PMC4741344_nutri_plant_verified.json
camalexin; indole-3-carboxylic acid derivatives (especially ICOOMe),Metabolite,,,,
phytoalexin; indolic secondary metabolites,MetaboliteClass,,,,
phytoalexin; indolic secondary metabolite,MetaboliteClass,,,,
camalexin; ICHO/ICOOH derivatives,Metabolite,,,,
indole-3-carboxylic acid derivatives,Metabolite,,,,
Feruloylputrescine; caffeoylputrescine,Metabolite,,,,
Phenylpropanoid polyamine conjugate,MetaboliteClass,,,,
Feruloylputrescine,Metabolite,,,,
NtMYBGR1,Gene,RegulationGene,AB279612,,
10.1073/pnas.1805291115,Paper,,,N-hydroxy-pipecolic acid is a mobile metabolite that induces systemic disease resistance in Arabidopsis,PMC6003486_nutri_plant_verified.json
nonproteinogenic amino acid derivative / defense metabolite,MetaboliteClass,,,,
Salicylic acid / SA-glucoside accumulation associated with N-OH-Pip treatment,Metabolite,,,,
Biosynthesis of SAR mobile signal and downstream defense priming,Process,,,,
N-hydroxypipecolic acid-associated SAR output,Metabolite,,,,
defense metabolite pathway,MetaboliteClass,,,,
Defense gene expression during SAR,Process,,,,
LoTPS3,Gene,PathwayGene,MT598647,,
Lathyrus odoratus; Nicotiana tabacum,Species,,,,
Lathyrus odoratus,Species,,,,
geraniol; β-caryophyllene,Metabolite,,,,
LoTPS4,Gene,PathwayGene,MT598648,,
ocimene; myrcene; α-farnesene; (E)-β-farnesene,Metabolite,,,,
LoTPS7,Gene,PathwayGene,MT598649,,
α-bergamotene; β-phellandrene; ocimene; (E)-β-farnesene,Metabolite,,,,
LoTPS8,Gene,PathwayGene,MT598650,,
(+)-limonene; cubebene; α-patchoulene,Metabolite,,,,
LoTPS12,Gene,PathwayGene,MT598654,,
LoTPS9,Gene,PathwayGene,MT598651,,
linalool/nerolidol-related floral volatiles (putative),Metabolite,,,,
LoTPS10,Gene,PathwayGene,MT598652,,
LoTPS11,Gene,PathwayGene,MT598653,,
10.1105/tpc.15.00554,Paper,,,The LSM1-7 Complex Differentially Regulates Arabidopsis Tolerance to Abiotic Stress Conditions by Promoting Selective mRNA Decapping,PMC4790874_nutri_plant_verified.json
LSM1-7 complex,Gene,RegulationGene,NA,,
ABA biosynthesis via selective turnover of NCED3 and NCED5 mRNAs,Process,,,,
10.1016/j.jenvman.2019.02.041,Paper,,,Efficient production of succinic acid in engineered Escherichia coli strains controlled by anaerobically-induced nirB promoter using sweet potato waste hydrolysate,10.1016@j.jenvman.2019.02.041_nutri_plant_verified.json
ecaA,Gene,PathwayGene,NA,,
Succinic acid,Metabolite,,,,
pepc,Gene,PathwayGene,NA,,
nirB promoter,Gene,RegulationGene,NA,,
Salmonella enterica subsp. enterica serovar Choleraesuis,Species,,,,
Heterologous expression of succinate-production support enzymes under anaerobic fermentation,Process,,,,
10.1074/jbc.M704235200,Paper,,,"Biosynthesis of Truncated N-Linked Oligosaccharides Results from Non-Orthologous Hexosaminidase-Mediated Mechanisms in Nematodes, Plants and Insects",PMC2850174_nutri_plant_verified.json
hex-2,Gene,PathwayGene,C14C11.3,,
paucimannosidic N-glycans,Metabolite,,,,
oligosaccharide / N-glycan,MetaboliteClass,,,,
hex-3,Gene,PathwayGene,Y39A1C.4,,
AtHEX1,Gene,PathwayGene,At1g65590,,
AtHEX2,Gene,PathwayGene,At3g55260,,
AtHEX3,Gene,PathwayGene,At1g05590,,
hex-1,Gene,PathwayGene,T14F9.3,,
10.1016/j.jplph.2004.11.012,Paper,,,Rice fatty acid α-dioxygenase is induced by pathogen attack and heavy metal stress: activation through jasmonate signaling,10.1016@j.jplph.2004.11.003_nutri_plant_verified.json
OsDOX,Gene,PathwayGene,AF229813,,
(R)-2-hydroperoxy fatty acids,Metabolite,,,,
Abietadiene synthase (AS),Gene,PathwayGene,NA,,
Abietadiene; levopimaradiene; neoabietadiene,Metabolite,,,,
Diterpene olefin; terpenoid,MetaboliteClass,,,,
Scopolia parviflora,Species,,,,
Scopolamine; hyoscyamine,Metabolite,,,,
10.1016/j.jplph.2013.04.003,Paper,,,Down regulation of StGA3ox genes in potato results in altered GA content and affect plant and tuber growth characteristics,10.1016@j.jplph.2013.04.003_nutri_plant_verified.json
